Species,R2,water_temp [°C],ph [pH],do_sat [saturation],w_co2 [mATM],conductivity [uS cm -1],turb [NTU],lat_sp [DD],ele_sp [m],gl_sa [km2],gl_cov [%],chla [ug g-1],n3_srp [ug l-1],n4_nh4 [ug l-1],n5_no3 [ug l-1],n6_no2 [ug l-1],bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,fcf,fgd,scd,swe,pr,tas,tasmin,tasmax,exp_Alps,exp_Ecuador,exp_Greenland,exp_Kyrgyzstan,exp_Nepal,exp_New Zealand,exp_Norway,exp_Russia
2e943a3f37ba3e500d42f24238ff6667,0.2043140459471343,0.14557222946509335,0.12805150852886993,0.016449417889206678,0.26465594951806504,0.04995695787278207,0.06582079398258238,0.01037406610044706,0.08416337151296031,0.009577367078486169,0.013599404782523153,0.13453964123516793,0.0036852490177050187,0.012439217579883356,0.034928895988870653,0.009653633383062804,0.07539831414703965,0.09115516692043778,0.0180818078505236,0.0037442859638181433,0.03884032142823483,0.21420519327849247,0.002274412904125489,0.09071674479380236,0.05576508329623344,0.05198107124680231,0.0199962175853921,0.0012584640050993842,0.00038716080892238437,0.003507428923886109,0.17881859203414766,0.04808665317573627,0.027172485184269284,0.3232522516923021,0.051850096242308005,0.0017010034486430192,0.027969372151418464,0.012156612009605012,0.12176277755296516,0.08122638049782717,0.009530912839067218,0.013795560609468993,0.031041984317377203,4.770017692531603e-05,0.0,1.1595809820019731e-05,0.0,0.0,0.0,0.0003221843761448495,1.636046257235346e-05
93f52e347e69b67e42f5979bb8735255,-0.025014813869950248,0.4722234850475024,0.008546057370784836,0.05358889641126404,0.06475248997634395,0.03022413842622443,0.04484727922368148,0.049278736970216494,0.030623649342449693,0.04826085878651068,0.059980130342100924,0.29628273286388107,0.05782747297910856,0.0800283389328296,0.042140273510352384,0.07507479741139353,0.13084593114186577,0.019500858556614792,0.029657403291552177,0.060377249351806384,0.1355749304619851,0.006801060509121863,0.0008890400972150835,0.0006925111058848877,0.004451822850750171,0.01751819388155406,0.0027083351732281207,0.11132395275748012,0.0352923194290086,0.061628572316504183,0.01915466297071527,0.009096634226484959,0.19122615384338043,0.01793594781510755,0.01336019230894886,0.05713151090271099,0.02826623861540057,0.020696287913193095,0.0274848585645587,0.011651122677985423,0.006450231306333663,0.014255562346093667,0.009685966245095446,1.699486662953831e-08,0.0,0.0,0.0,0.0,0.003335616590375736,-1.7552160225455805e-05,8.570113928719313e-05
eb8353802171a7c60f55e1b48aa12158,0.17297023314631468,0.05472792914565923,0.06416190815073392,0.011681576854303353,0.024831985389458567,0.01961295932049175,0.028790571229223162,0.016264120506637305,0.02181862309588708,0.05748926931842617,0.0782690724979607,0.2680327532827716,0.019979033035582287,0.025637568416793217,0.046552784134403294,0.011715399333122422,0.021715502308386012,0.000862184487086559,0.015016544261592869,0.009736691076713332,0.03521112421823512,0.0896540258771645,0.00354989477361795,0.04384002547550275,0.005637954314303789,0.006111887051525799,0.0019351320992752143,0.029820197268596797,0.09353063914375974,0.10920965456877123,0.052016924431277756,0.00642581469768772,0.06592542865121995,0.1025933890829838,0.014313946086175967,0.06081843129203146,0.009645235290202062,0.007096403066557472,0.023164085104911733,0.028096080462323557,0.007568158547442655,0.009794553896547448,0.010677513760806551,1.7915226829792187e-05,0.0,0.0194786956426386,0.0,0.0,0.0,4.401654396522847e-05,0.0
f19127b849d2529b57589e7ae1f1a388,-0.16065290119201028,0.04994208507471508,0.13871932082056587,0.025971252054445955,0.3410974352474361,0.037952867218291476,0.22740843510465134,0.6356519279444539,0.032473801279870255,0.005327768268458688,-0.003719382583711143,0.13413433187304974,0.06368954641579701,0.043831439666228746,0.13075229926115492,0.12540757594812585,0.012348023174375217,0.006990862077038936,0.028666199027005505,0.02791544236019719,0.00040294950387834047,0.12231567238778959,0.0025450910669122598,0.01498505571700176,0.0047570478303176535,0.021767322307803403,0.0019826651058638253,0.002152001847041991,0.03424428130887458,0.011877603383198907,0.008708130802031429,0.0047190355211158665,0.007257240028349185,0.33026071077843966,0.021175843089118677,0.02799785379623257,0.006480584604037521,0.016746399092907982,0.018664315447229626,0.0018975262280336567,0.009760262839465562,0.00039554501968215746,0.018031589425170306,3.129917751432565e-05,0.0,0.0,0.0,0.0,0.0,0.00831377603142228,0.0001272258682664318
227b2dc5798a05133e1dc46f13ac1033,-0.1476208067246749,0.26959177950023894,0.04345455737159231,0.01778537224186028,0.06896575607209009,0.04996002213854097,0.0430868793650135,0.06531891590639899,0.06846786658208374,0.05971620854775084,0.059033233281176434,0.28997657144896466,0.0131949907872554,0.05143263219915609,0.018489359173171346,0.023351194858286035,0.050262261160454166,0.020000442292648864,0.003003402862531137,0.01989461449637205,0.03696073177619929,0.3036995231819383,0.0038907858863264063,0.0033596074571176303,0.0022074793665718758,0.018736176569508996,0.032756329265008266,0.039980856258341094,0.0218337897844291,0.013903291976138016,0.1669085757458082,0.0018129035603287424,0.0031043950385550812,0.019544270421636867,0.007156667738604976,0.027483640198817882,0.034508457908122944,0.01224097927034613,0.017977404192100244,0.009683289738246253,0.019915217762154793,0.004948229488073672,0.019482959830804412,2.412079681874958e-06,0.0,0.0016486977277783588,0.0,0.0,0.0,0.0,0.0
974c8311a36aa03d16f2a5eafc0d87bb,0.08747515062186613,0.026621145727338518,0.04653411418108931,0.09327229043919642,0.11433237414931767,0.025769847998633227,0.06772161601622108,0.36033521153133846,0.009278170026429883,0.00493436617548495,0.009784555366891878,0.2544674691843265,0.15020699653562414,0.027779918062062658,0.06932123777249617,0.13822861071815565,0.007909798420433798,0.01458612515061214,0.022856627040932363,0.025021996311333006,0.014281625732711755,0.016790000328016485,0.011968544463161328,0.011253053863665577,0.0028717773146934755,0.03226861824945384,0.010034950023875838,0.012794084911556305,0.005263394874145493,0.041353960834516056,0.067697447799535,0.008798535658631895,0.0024007821727409697,0.038831053788124535,0.029820893030414596,0.026216976901847395,0.02004007072909196,0.024549739777669843,0.03237511497877222,0.02034072653299587,0.007502675194200141,0.029980891801163395,0.004875428606331631,0.011418350084393123,0.0,0.014348029910541012,0.0,0.0,0.0,0.0001706572313539301,0.32155544832939137
4847acf6517844a84341e6b9c62ee50f,0.007505705266888441,0.37717908537219696,0.08610961937491632,0.08544616117313682,0.07106936240347292,0.03963444785425589,0.01914161403618401,0.6104145441253215,0.016320255120303363,0.00914137331419444,0.034778641858083534,0.08718000801786355,0.021444510728226306,0.02491702548461102,0.10119498617793321,0.030141855291946806,0.07381307987815554,0.010652133512064484,0.03792519068781169,0.0019187786379682478,0.021116430284154185,0.17701672620669623,0.002637114538873347,0.05761963121765286,0.005652257930006355,0.05000246227485272,0.003617985978374685,0.010985377220971563,0.0074113583457677155,0.027294815780801635,0.7119293888289339,0.001888503470371381,0.026255087587363928,0.2404689895269266,-0.0007082520874162751,0.14090636345119895,0.04096131513986481,0.05094807241850939,0.039526701547389395,0.023637677910100054,-9.825699916503173e-05,0.005306058511991889,0.001337321445658175,0.000506869098116276,0.0,0.0,0.0,0.0,0.0,2.9194926387532407e-09,0.47846908820872186
c8f00c12af4d49f0315b357cccbb0bdb,-0.0234201600273255,0.023687857629260768,0.1825620381742641,0.013569768932949691,0.012013041214505993,0.030651960953356438,0.02181270774756358,0.14489241540425105,0.021819969996003098,0.024937746833279643,0.011985768882672134,0.28442626630690915,0.020979451837639503,0.05343687450503108,0.035351192429957726,0.00747933249936406,0.009887546866637623,0.002625122029476603,0.012424947834102886,0.005267237649869824,0.007985873255907699,0.09176359861924006,0.008971103787444023,0.0011493869998987184,0.03983559198281229,0.004110231753229745,0.00848394430773097,0.007565772802603257,0.008441295215718061,0.08651530086399879,0.016930177733667298,0.004250686601529949,0.0267531398691293,0.009764382585400598,0.029589509613020693,0.03276595729267391,0.017960933235528782,0.04943926242834998,0.015308567185727855,0.0069492606618445805,0.035930189232265305,0.008184954414575665,0.0087300300409248,6.499193786216884e-05,0.0,0.00011045620796848122,0.0,0.0,0.0,0.0,6.9519499226222684e-06
7d90cb1249095cba349710659d4f2cc1,-0.22823514503289138,0.17114858887161363,0.024711292569805053,0.028252384055547402,0.06367582309178418,0.013243158270053873,0.09965571608331744,0.022906197577310782,0.011344424416775401,0.053558447822338595,0.00351605070054982,0.17233054542163187,0.12134661283375528,0.01826108991746801,0.0771087281957685,0.02291261117178072,0.04437507274347201,0.004594982420135745,0.0031844389519241818,0.00937657456485708,0.052488444010496085,0.03733301947292854,0.0014786581403362776,0.0004352295418071895,0.023247937663476374,0.0007821648785008396,-0.00014319734285338277,0.008247729337575572,0.0026545574986072107,0.04386881486417232,0.120925272521625,0.003866429260994875,0.003774897549127694,0.02099952930919387,0.00042376663725677936,0.016511317263132357,0.006258037248963677,0.017993023461506174,0.0536119404812879,0.04163656891239299,0.0007693019136488588,0.00121056288270464,0.006403556198566014,-3.346785413897989e-06,0.0,2.2138774564273157e-05,0.0,0.0,0.0,0.0,0.012352951490300126
113e091349598cb255087fc6fc1e2245,0.1824771875062754,0.017663197793172124,0.031008152004033118,0.029890414464471483,0.0031636873009242804,0.01236258441511283,0.015471509113192197,0.0016091976363840454,0.0005683516908860909,0.005337927766281568,0.01966653044595895,0.28778709110034606,0.03925518749693838,0.022249101396626704,0.022852811240537244,0.014552995961990264,0.002551036107578102,0.021755592604099955,0.001085144439872343,0.0005795486912728309,0.0032971404602819042,0.014251268065383942,0.001705206748764561,0.02262653754441224,0.001653294015556752,0.049788589221189665,1.605005486124523e-05,0.0024066182122770364,0.019830770790941966,0.049096013959658576,0.00577829068471474,0.0010565809855897234,0.05148768540778574,0.004698588444877527,0.2305172327808332,0.0061259994178759596,0.0028838297960447215,0.006860460655234897,0.02358914632104358,0.005391328866061153,0.0019526132601229373,0.016174367473331556,0.0018730587968028112,-6.084388207531433e-05,0.0,0.0009291901509473942,0.0,0.0,0.0,4.5975982735559914e-05,0.0
