,Feature_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Cluster
225440,b8d8cc4e19e9e4fc37a2e64d780d8e59,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Arenimonas,,9
233821,bfce1cd3d8f5dfbbe173095c3f305947,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Arenimonas,,9
80400,41c8f106a9a4673871a676866b1d1914,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Lysobacter,,9
115451,5ebc6a55c6b7b7df9fa593d01345c0c6,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Lysobacter, s__Lysobacter_sp.,9
147458,78ef243eb7d0a672193dfd0eb925f1d8,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Lysobacter,,9
174499,8efc0cad495f682ea00815d1031bbc71,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Lysobacter,,9
233228,bf53630c0b176d070667536bd0265696,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Lysobacter, s__Lysobacter_sp.,9
239369,c45f20fc523038ba222da3b3f8a60e56,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Lysobacter, s__Lysobacter_sp.,9
285894,ea8e20587d33fd6ff14fb6d89cbba4fe,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Stenotrophomonas, s__uncultured_organism,9
98711,50dd4a73c26725ba99cc0510090f64b6,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Thermomonas, s__uncultured_gamma,9
116802,5fd5b6c4f5ee77c2b5c8cc76ffadfd34,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Thermomonas,,9
269545,dd441a532513a3cb6c44b37e0298e024,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__uncultured, s__uncultured_proteobacterium,9
212978,aec66f7b6f56ea996d84b278f7b01d6d,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria,,,,,9
259575,d516e0caab72a6e848846435b47b8e7a,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria,,,,,9
120729,6330e5796af9bcdb263cb5f31a87df99,d__Bacteria, p__Proteobacteria,,,,,,9
23517,130f2597aeb38761fcbda3779582b144,d__Bacteria, p__RCP2-54, c__RCP2-54, o__RCP2-54, f__RCP2-54, g__RCP2-54, s__uncultured_prokaryote,9
59491,30b2ba1a70246af6e9baa6bf85480289,d__Bacteria, p__SAR324_clade(Marine_group_B), c__SAR324_clade(Marine_group_B), o__SAR324_clade(Marine_group_B), f__SAR324_clade(Marine_group_B), g__SAR324_clade(Marine_group_B), s__uncultured_bacterium,9
185364,9800efb915a942c412296b6f29267818,d__Bacteria, p__Verrucomicrobiota, c__Omnitrophia, o__Omnitrophales, f__Omnitrophaceae, g__Candidatus_Omnitrophus, s__metagenome,9
247001,caa3d3d7f10e09ffb10fa4f7e8fc9bc5,d__Bacteria, p__Verrucomicrobiota, c__Omnitrophia, o__Omnitrophales, f__Omnitrophaceae, g__Candidatus_Omnitrophus, s__metagenome,9
278007,e41d6170b6ffb6e8e80427b16266b13b,d__Bacteria, p__Verrucomicrobiota, c__Omnitrophia, o__Omnitrophales, f__Omnitrophaceae, g__Candidatus_Omnitrophus, s__Omnitrophica_bacterium,9
144330,7674dfe03bf1f994d068e3386216fc94,d__Bacteria, p__Verrucomicrobiota, c__Omnitrophia, o__Omnitrophales, f__Omnitrophales, g__Omnitrophales, s__uncultured_bacterium,9
190756,9c5cf47cbfbf38e1aa6ad324b47287d9,d__Bacteria, p__Verrucomicrobiota, c__Omnitrophia, o__Omnitrophales, f__Omnitrophales, g__Omnitrophales, s__uncultured_bacterium,9
7582,062bc53970455c66848db04980b83ecc,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Candidatus_Udaeobacter,,9
41022,2175629e5a1a9748712d673b887d6777,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Candidatus_Udaeobacter,,9
84715,453d29136e8cc111cf66ec2a3a19d44c,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Candidatus_Udaeobacter, s__uncultured_Verrucomicrobia,9
162518,853c9ed3b1cff37f1055d246e1b3432d,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Candidatus_Udaeobacter, s__uncultured_bacterium,9
181455,94b99608623be33465f2b56c7f5b4d72,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Candidatus_Udaeobacter, s__uncultured_bacterium,9
228757,bb9f81ffbe4739c4fe4f684870ab4437,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Candidatus_Udaeobacter,,9
253698,d0475809408479580d9f0f0dadfbf5fa,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Candidatus_Udaeobacter,,9
257120,d310b1303d9bdbd6b79248cf63d4223c,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Candidatus_Udaeobacter, s__uncultured_Verrucomicrobia,9
299370,f54f0fbfdf208c7d44e4f234a1e991ef,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Candidatus_Udaeobacter, s__uncultured_Verrucomicrobia,9
3333,02baf71fa17f55de8566dc20050163f6,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Chthoniobacter,,9
16079,0d0e934aa58307b968617138046a38e7,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Chthoniobacter, s__metagenome,9
23763,13457dd8567b0507ffbc32795940ba50,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Chthoniobacter, s__uncultured_bacterium,9
99508,517e82e7a25796b5abd64055ba788393,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Chthoniobacter,,9
128452,696acc128a6a1a5184b1f675e462836f,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Chthoniobacter,,9
132558,6cb8a90049c1254ecb83349b157d9e1f,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Chthoniobacter,,9
139402,726628abed00495c910c0f41385f93d5,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Chthoniobacter, s__Verrucomicrobia_bacterium,9
141655,74481dbbf9ad981546aed8df34303fb9,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Chthoniobacter, s__uncultured_bacterium,9
186626,990eaacb87f2e31f4bd58860f9a85e87,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Chthoniobacter, s__uncultured_bacterium,9
187054,996b25baa14084517dc597c05b5d0dae,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Chthoniobacter,,9
202064,a5c7281402b51c653de350903fa4bb04,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Chthoniobacter, s__uncultured_bacterium,9
257775,d3968aaf659936df60eef3cf98e4fbcd,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Chthoniobacter, s__uncultured_bacterium,9
258887,d484fe0f7cd1afe77cc071a1b6789b7c,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Chthoniobacter,,9
266568,dad671cc25dc72d3e38f8607d0ca1fa0,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Chthoniobacter,,9
289131,ed2c4092979ba1e002032bfc92c2a53c,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Chthoniobacter, s__metagenome,9
156275,80200208f98a6385aae396fa8727a0f9,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Chthoniobacterales, f__Chthoniobacteraceae, g__Chthoniobacteraceae, s__uncultured_bacterium,9
20930,10fc25619188b1893bd3367b2066009f,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Opitutales, f__Opitutaceae, g__Lacunisphaera,,9
183910,96c26f4fb6af841d25dbd690b585c59c,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Opitutales, f__Opitutaceae, g__Lacunisphaera,,9
187935,9a16f492b8781e70a4370fd71f159860,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Opitutales, f__Opitutaceae, g__Lacunisphaera,,9
191620,9d0e3f79a6e2e70f294293e2fa45d307,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Opitutales, f__Opitutaceae, g__Lacunisphaera,,9
202030,a5bf4e69a0e5a9aca52e855c3aa3f7a1,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Opitutales, f__Opitutaceae, g__Lacunisphaera, s__uncultured_bacterium,9
229981,bca5ddf9ea67024fecc1eb43317756a1,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Opitutales, f__Opitutaceae, g__Lacunisphaera,,9
271519,dedce1ca13fc170b19f139bb250bf744,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Opitutales, f__Opitutaceae, g__Lacunisphaera, s__uncultured_bacterium,9
112428,5c3c6d328e2863ace28ee7b9e0eeadfd,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Opitutales, f__Opitutaceae, g__Opitutus,,9
241416,c604992790e2d7d42aab759cc8624814,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Opitutales, f__Opitutaceae, g__Opitutus,,9
224504,b81280ede69af76ebcd559f2eda2d232,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Opitutales, f__Opitutaceae, g__uncultured, s__metagenome,9
121841,64186492a97961a060b982fa574693fe,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__DEV114, s__uncultured_bacterium,9
171923,8ce68d650dc9834079d2837a96f40545,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__Pedosphaera, s__uncultured_bacterium,9
193639,9ec43860bfcc627e7f715c07e377e91f,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__Pedosphaera, s__uncultured_bacterium,9
8232,06afe53325b61a1aa949230c3194a9e6,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__Pedosphaeraceae,,9
61065,31f4d4b0020e4b0dd8f09066228ca0dd,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__Pedosphaeraceae, s__uncultured_bacterium,9
72755,3b62baa952e5920c63fe1f1a52c25b35,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__Pedosphaeraceae,,9
123160,652b920fbe714122cc46d01ca4410802,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__Pedosphaeraceae, s__uncultured_bacterium,9
163959,866e5fa33c71bc503132df9163e8d8c8,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__Pedosphaeraceae,,9
171619,8ca84878a12866ff747b83b97ef2c03f,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__Pedosphaeraceae,,9
190652,9c477f60e1461d80ce2a2ea8caed680a,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__Pedosphaeraceae,,9
199891,a3f4c9aba23e3def1733f0b15afbd1c1,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__Pedosphaeraceae, s__uncultured_bacterium,9
200293,a44baf41e3bed6bde298f79eb6251214,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__Pedosphaeraceae, s__metagenome,9
209153,aba48966b318e1debe8b13fdf7fc9a5d,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__Pedosphaeraceae,,9
243484,c7bd54cc98975304c1979357a6484a76,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__Pedosphaeraceae, s__uncultured_bacterium,9
260458,d5cd5aa403750fcbc1c4c7fec5e92837,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__Pedosphaeraceae,,9
264885,d9732883c71261e4ee3fd4d7b44444c6,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__Pedosphaeraceae, s__uncultured_bacterium,9
267639,dbc1da46b33eef0fa3d214d5a4b6c576,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__Pedosphaeraceae, s__metagenome,9
271150,de938522a272dcfe5880c9eed4bf6196,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__Pedosphaeraceae, s__uncultured_soil,9
274445,e13bf56dca86557c57f3ee628d5c914a,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__Pedosphaeraceae, s__uncultured_bacterium,9
151451,7c3e855f03eac43e8a9b5b0e66d34a8c,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__SH3-11, s__uncultured_bacterium,9
198494,a2cef039a1c5dfb38ba2c815a917542e,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__SH3-11, s__uncultured_bacterium,9
5159,043ec4509f46b79a46d13dbc919a7924,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__uncultured,,9
88916,48bc1d14c7d266689e3bba7bd20e0dcd,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__uncultured,,9
129935,6a971fd7c933f420add02a961017af9a,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__uncultured,,9
198892,a320f5f9a296b40d7461208d66272f25,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__uncultured, s__metagenome,9
246680,ca5ebebca10296bd0ecf5db2ccb761fc,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__uncultured,,9
261052,d648e4b3f4807ccbbb11370a27e7cd4e,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__uncultured,,9
133210,6d4395d7f7efdb13bee55c3d34b35ff2,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Rubritaleaceae, g__Luteolibacter,,9
177860,91c2871f2dbdb8a533b332310a5253f1,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Rubritaleaceae, g__Luteolibacter, s__uncultured_bacterium,9
228142,bb1b7313e73e0c4de41cb5096faeaa74,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Rubritaleaceae, g__Luteolibacter,,9
267923,dbf6b14f578c6f23943236525814805c,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Rubritaleaceae, g__Luteolibacter,,9
108288,58e3ce1fd24d0fcfa3a8010bcc1d72dc,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Verrucomicrobiaceae, g__uncultured, s__uncultured_soil,9
123064,6517e51f7e3cf4242ed800c393bb7a74,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Verrucomicrobiaceae, g__uncultured, s__uncultured_soil,9
126399,67bdd00cc1a6685d59d5fb4d2da181a0,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Verrucomicrobiaceae, g__uncultured, s__uncultured_bacterium,9
148204,7997a24cfbad9bb4dd3ee0e65aeca509,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Verrucomicrobiaceae, g__uncultured, s__uncultured_soil,9
182903,95eb76425e1f8741d2df87fed0de44f4,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Verrucomicrobiaceae, g__uncultured, s__uncultured_verrucomicrobium,9
246117,c9e9318a8665429b3b3e32dfdff5fb88,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Verrucomicrobiaceae, g__uncultured, s__uncultured_soil,9
273918,e0cb2dfc3607d6de4d7877068cc43c75,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Verrucomicrobiaceae, g__uncultured, s__uncultured_Verrucomicrobia,9
42520,22a60dffa1b0795170eaef43bdb432ee,d__Bacteria, p__WPS-2, c__WPS-2, o__WPS-2, f__WPS-2, g__WPS-2, s__uncultured_bacterium,9
129610,6a5135c5238a756d511687f430cf5568,d__Bacteria, p__WPS-2, c__WPS-2, o__WPS-2, f__WPS-2, g__WPS-2, s__uncultured_bacterium,9
30284,18b04a752a1fe1dda4029b5d95d4c32b,d__Bacteria,,,,,,,9
246859,ca867e818e79a7c9d70560105c22ed89,d__Bacteria,,,,,,,9
287820,ec24361c850039fe1bcf442ca46bc768,d__Bacteria, p__Acidobacteriota, c__Acidobacteriae, o__Acidobacteriales, f__Acidobacteriaceae_(Subgroup_1), g__Granulicella,,10
296564,f31531c7eedfdbe8529a15d470f4f1c7,d__Bacteria, p__Acidobacteriota, c__Acidobacteriae, o__Acidobacteriales, f__Acidobacteriaceae_(Subgroup_1), g__Granulicella, s__uncultured_Acidobacteria,10
247793,cb4c4d6d7ca993c5e4348a9b4b9f6d4b,d__Bacteria, p__Acidobacteriota, c__Acidobacteriae, o__Bryobacterales, f__Bryobacteraceae, g__Bryobacter, s__metagenome,10
296357,f2ecb71b8dd97923ceb07d4b4d83df1d,d__Bacteria, p__Acidobacteriota, c__Blastocatellia, o__Blastocatellales, f__Blastocatellaceae, g__JGI_0001001-H03,,10
300796,f6762a805f7a4e32f0a95dafe3512841,d__Bacteria, p__Acidobacteriota, c__Holophagae, o__Holophagales, f__Holophagaceae, g__Holophagaceae, s__metagenome,10
80771,42144bf542912dee8a3c72caac73dae5,d__Bacteria, p__Actinobacteriota, c__Acidimicrobiia, o__uncultured, f__uncultured, g__uncultured, s__uncultured_bacterium,10
279191,e516bdf227f26ed77a6dc39343ca1614,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Cytophagales, f__Cytophagaceae, g__Cytophaga, s__uncultured_bacterium,10
299240,f534d7b843fa4aad28ab2904d1b971e6,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium, s__Flavobacterium_sinopsychrotolerans,10
297211,f3a07effe58ff779f0a9e5c71a2881ba,d__Bacteria, p__Bdellovibrionota, c__Oligoflexia, o__Oligoflexales, f__uncultured, g__uncultured, s__uncultured_bacterium,10
272977,e00c26afa81bf479ecf13b8feb6e5611,d__Bacteria, p__Deinococcota, c__Deinococci, o__Deinococcales, f__Deinococcaceae, g__uncultured, s__uncultured_bacterium,10
301423,f6f7573a27c48a5bc959e15c3bd8dd1c,d__Bacteria, p__Patescibacteria, c__Saccharimonadia, o__Saccharimonadales, f__Saccharimonadales, g__Saccharimonadales, s__uncultured_soil,10
295276,f21879dce5cc6bdae0aa917aecb95fdb,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Planctomycetales, f__Schlesneriaceae, g__Schlesneria, s__uncultured_bacterium,10
86255,4686762da9038be1860e955dd52caca8,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Caenimonas, s__uncultured_bacterium,10
15069,0c3fe0e40f7a55901e7e933eb309c056,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Polaromonas,,10
280657,e648ac9cbfb60c7e8795622b244d3b4b,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Rhodoferax,,10
168687,8a3af23fb846416d9e31688f99b63286,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Methylophilaceae, g__Methylotenera, s__uncultured_bacterium,10
284902,e9c4eb614c5c8a6a4a3d00db3310e440,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Nitrosomonadaceae, g__Ellin6067,,10
258235,d3f716c1c5cac5b7c801abce22dec9a1,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Arenimonas, s__uncultured_bacterium,10
234618,c0722c023c1eb97a6521f188c99210f9,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Thermomonas,,10
283215,e856aad102f36d056eed8d60af4b5913,d__Bacteria, p__Verrucomicrobiota, c__Omnitrophia, o__Omnitrophales, f__Omnitrophaceae, g__Candidatus_Omnitrophus, s__metagenome,10
291805,ef5f6edf5f65890f9a10c1d0a7a896a9,d__Bacteria, p__Acidobacteriota, c__Blastocatellia, o__Blastocatellales, f__Blastocatellaceae,,,11
301815,f74401d08ad002457a99176f06b3f807,d__Bacteria, p__Actinobacteriota, c__Acidimicrobiia, o__uncultured, f__uncultured, g__uncultured, s__metagenome,11
128466,696d554d5ba9f183ba6f9cb32a1659c0,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Cytophagales, f__Microscillaceae, g__uncultured,,11
310289,fe3bfe0fb89d6212113533ceda64977a,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Cytophagales, f__Spirosomaceae, g__Lacihabitans, s__uncultured_bacterium,11
288186,ec755bc0ddefb17572ce01cbe1b34898,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Sphingobacteriales, f__env.OPS_17, g__env.OPS_17, s__uncultured_bacterium,11
310408,fe56a1a4be66224dc5ef915237b669e5,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Sphingobacteriales, f__Sphingobacteriaceae, g__Pedobacter, s__Pedobacter_daechungensis,11
214772,b03bdec9be20f15e600ded9aa3cd5867,d__Bacteria, p__Gemmatimonadota, c__Gemmatimonadetes, o__Gemmatimonadales, f__Gemmatimonadaceae, g__Gemmatimonas,,11
306292,faeb6848b8a8aa71b0844fc93c610834,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Pirellulales, f__Pirellulaceae, g__uncultured, s__metagenome,11
302225,f7934d27edc3005479afdce9622ae0a2,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Acetobacterales, f__Acetobacteraceae, g__Acetobacteraceae, s__uncultured_bacterium,11
