,patch,Expedition,date [DD.MM.YYYY],time [HH:MM],water_temp [°C],ph [pH],do [mg l-1],do_sat [saturation],w_co2 [mATM],conductivity [uS cm -1],turb [NTU],gl_name,lat_sn [DD],lon_sn [DD],ele_sn [m],lat_sp [DD],lon_sp [DD],ele_sp [m],sn_sp_dist [m],sn_sp_ele [m],gl_sa [km2],gl_cov [%],gl_a [km2],rgi_v6,glims_id,chla [ug g-1],eps [ugC g-1],ag [nmol g-1 h-1],ap [nmol g-1 h-1],bg [nmol g-1 h-1],lap [nmol g-1 h-1],nag [nmol g-1 h-1],bp [ngC g-1 h-1],sba [cells g-1],respiration [mg 02 g-1 h-1],n3_srp [ug l-1],n4_nh4 [ug l-1],n5_no3 [ug l-1],n6_no2 [ug l-1],bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,fcf,fgd,scd,swe,pr,tas,tasmin,tasmax
0,GL1_UP_1,New Zealand,22.01.19,10:00,2.4,7.81,13.3,99.9,406.3,60.1,363.0,Franz Josef,-43.4528,170.1782,606,-43.45,170.1753,470,397,136,35.51,0.7,50.53,RGI60-18.02397,G170225E43495S,6.2e-06,0.0,0.013893716,0.212921469,0.005040966,1.08278125,0.0,40.976005,5582103.22,0.003670463,13.6,32.1,44.2,,12.750000000000057,3.3500000000000227,6553.5,677.8000000000001,446.6,11.8,1930.9,1506.7,1662.3000000000002,1506.7,8.150000000000034,6.5,36.800000000000004,362.3,16.650000000000034,-0.9499999999999886,17.6,9.350000000000023,3.3500000000000227,59.0,0.0,0.0,6553.5,585.7,13.150000000000034,9.450000000000045,16.55000000000001
1,GL1_UP_2,New Zealand,22.01.19,10:00,2.4,7.81,13.3,99.9,406.3,60.1,363.0,Franz Josef,-43.4528,170.1782,606,-43.45,170.1753,470,397,136,35.51,0.7,50.53,RGI60-18.02397,G170225E43495S,3.76e-05,0.205732,0.002292866,0.118450284,0.002649231,0.933340279,0.0,14.78712,2385219.31,0.016843993,13.6,32.1,44.2,,12.750000000000057,3.3500000000000227,6553.5,677.8000000000001,446.6,11.8,1930.9,1506.7,1662.3000000000002,1506.7,8.150000000000034,6.5,36.800000000000004,362.3,16.650000000000034,-0.9499999999999886,17.6,9.350000000000023,3.3500000000000227,59.0,0.0,0.0,6553.5,585.7,13.150000000000034,9.450000000000045,16.55000000000001
2,GL1_UP_3,New Zealand,22.01.19,10:00,2.4,7.81,13.3,99.9,406.3,60.1,363.0,Franz Josef,-43.4528,170.1782,606,-43.45,170.1753,470,397,136,35.51,0.7,50.53,RGI60-18.02397,G170225E43495S,0.000275467,0.0,0.001474181,0.106997484,0.007916985,0.614264541,0.01134831,13.139656,1469103.36,0.031876561,13.6,32.1,44.2,,12.750000000000057,3.3500000000000227,6553.5,677.8000000000001,446.6,11.8,1930.9,1506.7,1662.3000000000002,1506.7,8.150000000000034,6.5,36.800000000000004,362.3,16.650000000000034,-0.9499999999999886,17.6,9.350000000000023,3.3500000000000227,59.0,0.0,0.0,6553.5,585.7,13.150000000000034,9.450000000000045,16.55000000000001
3,GL1_DN_1,New Zealand,22.01.19,14:26,3.1,7.71,13.4,100.1,442.6,49.4,347.0,Franz Josef,-43.4528,170.1782,606,-43.4274,170.1734,248,2907,358,35.51,0.61,58.17,RGI60-18.02397,G170225E43495S,8.47e-05,0.0,0.007477315,0.095905234,0.016368716,0.917579852,0.0,131.5078755,3840447.42,0.002736069,,,,,14.850000000000023,5.750000000000057,6155.1,610.7,407.6,11.600000000000001,1740.3000000000002,1376.0,1497.7,1376.0,10.350000000000023,6.300000000000001,36.6,352.5,18.650000000000034,1.5500000000000114,17.1,11.550000000000011,5.750000000000057,0.0,0.0,0.0,6553.5,524.1,15.250000000000057,11.650000000000034,18.450000000000045
4,GL1_DN_2,New Zealand,22.01.19,14:26,3.1,7.71,13.4,100.1,442.6,49.4,347.0,Franz Josef,-43.4528,170.1782,606,-43.4274,170.1734,248,2907,358,35.51,0.61,58.17,RGI60-18.02397,G170225E43495S,2.23e-05,0.977248,0.003576783,0.22405735,0.012694462,1.08317894,0.0,15.9140095,1658472.02,0.005298178,,,,,14.850000000000023,5.750000000000057,6155.1,610.7,407.6,11.600000000000001,1740.3000000000002,1376.0,1497.7,1376.0,10.350000000000023,6.300000000000001,36.6,352.5,18.650000000000034,1.5500000000000114,17.1,11.550000000000011,5.750000000000057,0.0,0.0,0.0,6553.5,524.1,15.250000000000057,11.650000000000034,18.450000000000045
5,GL1_DN_3,New Zealand,22.01.19,14:26,3.1,7.71,13.4,100.1,442.6,49.4,347.0,Franz Josef,-43.4528,170.1782,606,-43.4274,170.1734,248,2907,358,35.51,0.61,58.17,RGI60-18.02397,G170225E43495S,0.0001969,0.0,0.000978696,0.0,0.0,0.0,0.0,1.349678,1324035.94,0.003786589,,,,,14.850000000000023,5.750000000000057,6155.1,610.7,407.6,11.600000000000001,1740.3000000000002,1376.0,1497.7,1376.0,10.350000000000023,6.300000000000001,36.6,352.5,18.650000000000034,1.5500000000000114,17.1,11.550000000000011,5.750000000000057,0.0,0.0,0.0,6553.5,524.1,15.250000000000057,11.650000000000034,18.450000000000045
6,GL2_UP_1,New Zealand,25.01.19,08:37,0.0,9.11,12.8,99.6,130.0,64.0,227.0,Victoria,-43.4976,170.1397,1156,-43.4976,170.139,1145,56,11,3.93,0.48,8.16,RGI60-18.02270,G170174E43508S,0.0,0.0,0.006171672,0.016839823,0.0,0.879466216,0.0,,2392754.61,0.001938932,8.2,34.5,51.9,,8.450000000000045,-1.1499999999999773,6553.5,876.9000000000001,530.3000000000001,13.700000000000001,2477.1000000000004,1776.8000000000002,2146.6,1776.8000000000002,3.750000000000057,6.9,37.5,371.70000000000005,12.650000000000034,-5.749999999999943,18.400000000000002,4.9500000000000455,-1.1499999999999773,194.0,352.0,198.0,987.5,766.0,8.950000000000045,4.9500000000000455,12.550000000000011
7,GL2_UP_2,New Zealand,25.01.19,08:37,0.0,9.11,12.8,99.6,130.0,64.0,227.0,Victoria,-43.4976,170.1397,1156,-43.4976,170.139,1145,56,11,3.93,0.48,8.16,RGI60-18.02270,G170174E43508S,0.0,0.0,0.000505935,0.042248303,0.004442758,1.414806721,0.003067026,0.697755,1145862.46,0.003505904,8.2,34.5,51.9,,8.450000000000045,-1.1499999999999773,6553.5,876.9000000000001,530.3000000000001,13.700000000000001,2477.1000000000004,1776.8000000000002,2146.6,1776.8000000000002,3.750000000000057,6.9,37.5,371.70000000000005,12.650000000000034,-5.749999999999943,18.400000000000002,4.9500000000000455,-1.1499999999999773,194.0,352.0,198.0,987.5,766.0,8.950000000000045,4.9500000000000455,12.550000000000011
8,GL2_UP_3,New Zealand,25.01.19,08:37,0.0,9.11,12.8,99.6,130.0,64.0,227.0,Victoria,-43.4976,170.1397,1156,-43.4976,170.139,1145,56,11,3.93,0.48,8.16,RGI60-18.02270,G170174E43508S,0.0,0.0,0.000916291,0.032583113,0.002146476,1.741233809,0.00373962,,531115.009,0.003309395,8.2,34.5,51.9,,8.450000000000045,-1.1499999999999773,6553.5,876.9000000000001,530.3000000000001,13.700000000000001,2477.1000000000004,1776.8000000000002,2146.6,1776.8000000000002,3.750000000000057,6.9,37.5,371.70000000000005,12.650000000000034,-5.749999999999943,18.400000000000002,4.9500000000000455,-1.1499999999999773,194.0,352.0,198.0,987.5,766.0,8.950000000000045,4.9500000000000455,12.550000000000011
9,GL2_DN_1,New Zealand,25.01.19,11:59,1.2,8.32,12.8,101.2,327.6,78.8,164.3,Victoria,-43.4976,170.1397,1156,-43.4978,170.1291,1093,855,63,4.08,0.41,9.99,RGI60-18.02270,G170174E43508S,0.0,0.0,0.002605666,0.002085682,0.0,1.171216959,0.0,,732061.986,,,,,,8.950000000000045,-0.6499999999999773,6553.5,858.0,519.0,13.700000000000001,2426.1,1738.7,2102.7000000000003,1738.7,4.250000000000057,6.9,37.7,369.90000000000003,13.150000000000034,-5.249999999999943,18.400000000000002,5.350000000000023,-0.6499999999999773,185.0,335.0,175.0,782.4000000000001,749.8000000000001,9.350000000000023,5.350000000000023,12.950000000000045
10,GL2_DN_2,New Zealand,25.01.19,11:59,1.2,8.32,12.8,101.2,327.6,78.8,164.3,Victoria,-43.4976,170.1397,1156,-43.4978,170.1291,1093,855,63,4.08,0.41,9.99,RGI60-18.02270,G170174E43508S,5.57e-06,0.0,0.006296183,0.057816741,0.001030671,0.05511674,0.011335691,6.999979,725824.849,0.003519889,,,,,8.950000000000045,-0.6499999999999773,6553.5,858.0,519.0,13.700000000000001,2426.1,1738.7,2102.7000000000003,1738.7,4.250000000000057,6.9,37.7,369.90000000000003,13.150000000000034,-5.249999999999943,18.400000000000002,5.350000000000023,-0.6499999999999773,185.0,335.0,175.0,782.4000000000001,749.8000000000001,9.350000000000023,5.350000000000023,12.950000000000045
11,GL2_DN_3,New Zealand,25.01.19,11:59,1.2,8.32,12.8,101.2,327.6,78.8,164.3,Victoria,-43.4976,170.1397,1156,-43.4978,170.1291,1093,855,63,4.08,0.41,9.99,RGI60-18.02270,G170174E43508S,0.0,0.0,0.00216064,0.0,0.0,2.356448776,0.012270867,4.5611275,637347.754,0.002718661,,,,,8.950000000000045,-0.6499999999999773,6553.5,858.0,519.0,13.700000000000001,2426.1,1738.7,2102.7000000000003,1738.7,4.250000000000057,6.9,37.7,369.90000000000003,13.150000000000034,-5.249999999999943,18.400000000000002,5.350000000000023,-0.6499999999999773,185.0,335.0,175.0,782.4000000000001,749.8000000000001,9.350000000000023,5.350000000000023,12.950000000000045
12,GL3_UP_1,New Zealand,26.01.19,10:30,0.3,8.83,15.4,108.7,198.8,77.2,265.3,Fox,-43.5006,170.0667,454,-43.5006,170.059,338,628,116,38.38,0.53,72.29,RGI60-18.02375,G170162E43537S,0.0,0.0,0.001764532,0.26137385,0.005731684,0.733785808,0.017386175,2.4634605,1860135.3,0.00283015,7.8,33.3,62.2,,13.350000000000023,4.050000000000011,5940.3,604.1,380.70000000000005,12.8,1712.9,1282.6000000000001,1471.0,1282.6000000000001,8.750000000000057,7.0,38.5,362.20000000000005,17.450000000000045,-0.6499999999999773,18.1,10.050000000000011,4.050000000000011,48.0,0.0,0.0,6553.5,520.7,13.850000000000023,9.750000000000057,17.350000000000023
13,GL3_UP_2,New Zealand,26.01.19,10:30,0.3,8.83,15.4,108.7,198.8,77.2,265.3,Fox,-43.5006,170.0667,454,-43.5006,170.059,338,628,116,38.38,0.53,72.29,RGI60-18.02375,G170162E43537S,0.0,0.0,0.011226291,0.020489867,0.002568844,0.64084794,0.003718985,0.600535,940992.833,0.003755331,7.8,33.3,62.2,,13.350000000000023,4.050000000000011,5940.3,604.1,380.70000000000005,12.8,1712.9,1282.6000000000001,1471.0,1282.6000000000001,8.750000000000057,7.0,38.5,362.20000000000005,17.450000000000045,-0.6499999999999773,18.1,10.050000000000011,4.050000000000011,48.0,0.0,0.0,6553.5,520.7,13.850000000000023,9.750000000000057,17.350000000000023
14,GL3_UP_3,New Zealand,26.01.19,10:30,0.3,8.83,15.4,108.7,198.8,77.2,265.3,Fox,-43.5006,170.0667,454,-43.5006,170.059,338,628,116,38.38,0.53,72.29,RGI60-18.02375,G170162E43537S,0.0,0.0,0.003270663,0.186593326,0.000584416,1.717565946,0.0,3.5380615,2345197.47,0.001535527,7.8,33.3,62.2,,13.350000000000023,4.050000000000011,5940.3,604.1,380.70000000000005,12.8,1712.9,1282.6000000000001,1471.0,1282.6000000000001,8.750000000000057,7.0,38.5,362.20000000000005,17.450000000000045,-0.6499999999999773,18.1,10.050000000000011,4.050000000000011,48.0,0.0,0.0,6553.5,520.7,13.850000000000023,9.750000000000057,17.350000000000023
15,GL3_DN_1,New Zealand,26.01.19,14:49,4.3,8.31,12.7,99.1,332.8,109.2,352.7,Fox,-43.5006,170.0667,454,-43.4869,170.0293,226,3469,228,38.38,0.48,80.42,RGI60-18.02375,G170162E43537S,0.0,0.0,0.002641974,0.068795589,0.004962168,0.023378758,0.0,32.161455,2513835.27,0.007262936,,,,,14.750000000000057,5.750000000000057,5240.400000000001,533.3000000000001,338.20000000000005,12.700000000000001,1506.2,1146.5,1287.4,1146.5,10.250000000000057,6.9,39.0,348.90000000000003,18.750000000000057,1.150000000000034,17.6,11.550000000000011,5.750000000000057,0.0,0.0,0.0,6553.5,454.20000000000005,15.150000000000034,11.150000000000034,18.55000000000001
16,GL3_DN_2,New Zealand,26.01.19,14:49,4.3,8.31,12.7,99.1,332.8,109.2,352.7,Fox,-43.5006,170.0667,454,-43.4869,170.0293,226,3469,228,38.38,0.48,80.42,RGI60-18.02375,G170162E43537S,0.000577333,0.0,0.004873078,0.159522588,0.009807584,0.548033598,0.003973536,76.258925,939536.887,0.004853569,,,,,14.750000000000057,5.750000000000057,5240.400000000001,533.3000000000001,338.20000000000005,12.700000000000001,1506.2,1146.5,1287.4,1146.5,10.250000000000057,6.9,39.0,348.90000000000003,18.750000000000057,1.150000000000034,17.6,11.550000000000011,5.750000000000057,0.0,0.0,0.0,6553.5,454.20000000000005,15.150000000000034,11.150000000000034,18.55000000000001
17,GL3_DN_3,New Zealand,26.01.19,14:49,4.3,8.31,12.7,99.1,332.8,109.2,352.7,Fox,-43.5006,170.0667,454,-43.4869,170.0293,226,3469,228,38.38,0.48,80.42,RGI60-18.02375,G170162E43537S,1.65e-05,0.0,0.004500971,0.060944497,0.016953852,0.0,0.0,120.1987,4088133.65,0.005929844,,,,,14.750000000000057,5.750000000000057,5240.400000000001,533.3000000000001,338.20000000000005,12.700000000000001,1506.2,1146.5,1287.4,1146.5,10.250000000000057,6.9,39.0,348.90000000000003,18.750000000000057,1.150000000000034,17.6,11.550000000000011,5.750000000000057,0.0,0.0,0.0,6553.5,454.20000000000005,15.150000000000034,11.150000000000034,18.55000000000001
18,GL5_UP_1,New Zealand,29.01.19,11:47,7.7,7.54,10.4,100.4,414.9,32.4,0.1,Lancelot,-42.9232,171.5044,1848,-42.9249,171.5141,1325,821,523,0.03,0.06,0.46,RGI60-18.02895,G171502E42928S,0.070815333,0.916854,0.553971228,7.013279843,2.001145981,16.84533531,1.353023552,264.01735,42832194.6,0.014791015,7.3,25.5,10.0,,6.750000000000057,-2.4499999999999886,5992.200000000001,641.3000000000001,381.6,15.8,1788.9,1282.8000000000002,1330.6000000000001,1349.6000000000001,2.250000000000057,7.0,39.0,354.3,11.150000000000034,-6.749999999999943,17.900000000000002,3.4500000000000455,5.4500000000000455,172.0,43.0,266.0,1091.7,510.3,7.150000000000034,2.9500000000000455,11.050000000000011
19,GL5_UP_2,New Zealand,29.01.19,11:47,7.7,7.54,10.4,100.4,414.9,32.4,0.1,Lancelot,-42.9232,171.5044,1848,-42.9249,171.5141,1325,821,523,0.03,0.06,0.46,RGI60-18.02895,G171502E42928S,0.150236333,1.786399,0.684113828,4.340904175,1.724594166,8.806956028,0.866513079,122.076685,179200010.0,0.015972427,7.3,25.5,10.0,,6.750000000000057,-2.4499999999999886,5992.200000000001,641.3000000000001,381.6,15.8,1788.9,1282.8000000000002,1330.6000000000001,1349.6000000000001,2.250000000000057,7.0,39.0,354.3,11.150000000000034,-6.749999999999943,17.900000000000002,3.4500000000000455,5.4500000000000455,172.0,43.0,266.0,1091.7,510.3,7.150000000000034,2.9500000000000455,11.050000000000011
20,GL5_UP_3,New Zealand,29.01.19,11:47,7.7,7.54,10.4,100.4,414.9,32.4,0.1,Lancelot,-42.9232,171.5044,1848,-42.9249,171.5141,1325,821,523,0.03,0.06,0.46,RGI60-18.02895,G171502E42928S,0.250707333,0.886249,0.597882586,6.736488529,2.912115776,14.95111801,1.114600323,411.4502,176173799.0,0.020442632,7.3,25.5,10.0,,6.750000000000057,-2.4499999999999886,5992.200000000001,641.3000000000001,381.6,15.8,1788.9,1282.8000000000002,1330.6000000000001,1349.6000000000001,2.250000000000057,7.0,39.0,354.3,11.150000000000034,-6.749999999999943,17.900000000000002,3.4500000000000455,5.4500000000000455,172.0,43.0,266.0,1091.7,510.3,7.150000000000034,2.9500000000000455,11.050000000000011
21,GL5_DN_1,New Zealand,29.01.19,16:04,9.4,7.55,9.9,98.8,406.7,32.5,0.0,Lancelot,-42.9232,171.5044,1848,-42.9263,171.5149,1255,987,593,0.03,0.05,0.54,RGI60-18.02895,G171502E42928S,0.405664333,3.58651,3.091565188,14.38285999,7.470045647,32.51788127,2.183266046,197.0739,359077722.0,0.029521997,,,,,7.650000000000034,-1.6499999999999773,5652.1,604.1,359.40000000000003,15.700000000000001,1684.4,1209.3,1252.6000000000001,1277.0,3.0500000000000114,7.0,38.800000000000004,358.3,12.050000000000011,-5.949999999999989,18.0,4.350000000000023,6.250000000000057,178.0,4.0,219.0,830.8000000000001,479.6,8.050000000000011,3.8500000000000227,12.050000000000011
22,GL5_DN_2,New Zealand,29.01.19,16:04,9.4,7.55,9.9,98.8,406.7,32.5,0.0,Lancelot,-42.9232,171.5044,1848,-42.9263,171.5149,1255,987,593,0.03,0.05,0.54,RGI60-18.02895,G171502E42928S,0.212072667,2.446532,1.316101109,12.56703403,6.638198242,63.97565871,1.690503634,188.7835,279357873.0,0.035584347,,,,,7.650000000000034,-1.6499999999999773,5652.1,604.1,359.40000000000003,15.700000000000001,1684.4,1209.3,1252.6000000000001,1277.0,3.0500000000000114,7.0,38.800000000000004,358.3,12.050000000000011,-5.949999999999989,18.0,4.350000000000023,6.250000000000057,178.0,4.0,219.0,830.8000000000001,479.6,8.050000000000011,3.8500000000000227,12.050000000000011
23,GL5_DN_3,New Zealand,29.01.19,16:04,9.4,7.55,9.9,98.8,406.7,32.5,0.0,Lancelot,-42.9232,171.5044,1848,-42.9263,171.5149,1255,987,593,0.03,0.05,0.54,RGI60-18.02895,G171502E42928S,0.155349667,1.379348,0.51575829,13.62711963,4.186992948,27.21524447,1.176954218,274.58305,196016071.0,0.043796829,,,,,7.650000000000034,-1.6499999999999773,5652.1,604.1,359.40000000000003,15.700000000000001,1684.4,1209.3,1252.6000000000001,1277.0,3.0500000000000114,7.0,38.800000000000004,358.3,12.050000000000011,-5.949999999999989,18.0,4.350000000000023,6.250000000000057,178.0,4.0,219.0,830.8000000000001,479.6,8.050000000000011,3.8500000000000227,12.050000000000011
24,GL6_UP_1,New Zealand,30.01.19,13:53,8.0,7.6,10.3,100.5,429.0,9.2,7.8,Crow,-42.9216,171.5092,1694,-42.9241,171.5137,1362,462,332,0.51,0.69,0.75,RGI60-18.02896,G171511E42916S,0.008811667,0.0,0.127150961,1.699398737,0.855367211,2.370663682,0.112010312,107.164665,5320575.87,0.001745283,7.2,24.9,14.8,,6.750000000000057,-2.4499999999999886,5992.200000000001,641.3000000000001,381.6,15.8,1788.9,1282.8000000000002,1330.6000000000001,1349.6000000000001,2.250000000000057,7.0,39.0,354.3,11.150000000000034,-6.749999999999943,17.900000000000002,3.4500000000000455,5.4500000000000455,172.0,43.0,266.0,1091.7,510.3,7.150000000000034,2.9500000000000455,11.050000000000011
25,GL6_UP_2,New Zealand,30.01.19,13:53,8.0,7.6,10.3,100.5,429.0,9.2,7.8,Crow,-42.9216,171.5092,1694,-42.9241,171.5137,1362,462,332,0.51,0.69,0.75,RGI60-18.02896,G171511E42916S,0.008560333,0.0,0.162775773,0.804564075,0.394005718,2.256514476,0.168713188,285.22375,41607920.6,0.008350909,7.2,24.9,14.8,,6.750000000000057,-2.4499999999999886,5992.200000000001,641.3000000000001,381.6,15.8,1788.9,1282.8000000000002,1330.6000000000001,1349.6000000000001,2.250000000000057,7.0,39.0,354.3,11.150000000000034,-6.749999999999943,17.900000000000002,3.4500000000000455,5.4500000000000455,172.0,43.0,266.0,1091.7,510.3,7.150000000000034,2.9500000000000455,11.050000000000011
26,GL6_UP_3,New Zealand,30.01.19,13:53,8.0,7.6,10.3,100.5,429.0,9.2,7.8,Crow,-42.9216,171.5092,1694,-42.9241,171.5137,1362,462,332,0.51,0.69,0.75,RGI60-18.02896,G171511E42916S,0.010128333,0.0,0.097571321,1.135319617,0.531364302,1.773854083,0.116203139,359.8213,25200432.4,0.003429889,7.2,24.9,14.8,,6.750000000000057,-2.4499999999999886,5992.200000000001,641.3000000000001,381.6,15.8,1788.9,1282.8000000000002,1330.6000000000001,1349.6000000000001,2.250000000000057,7.0,39.0,354.3,11.150000000000034,-6.749999999999943,17.900000000000002,3.4500000000000455,5.4500000000000455,172.0,43.0,266.0,1091.7,510.3,7.150000000000034,2.9500000000000455,11.050000000000011
27,GL6_DN_1,New Zealand,30.01.19,09:48,8.0,8.15,10.5,99.6,434.2,15.0,0.9,Crow,-42.9216,171.5092,1694,-42.9307,171.5185,1118,1293,576,0.57,0.19,3.01,RGI60-18.02896,G171511E42916S,0.003018667,0.0,0.028856227,0.358124659,0.123699179,0.725260794,0.042456882,39.264995,26031497.8,0.002844296,,,,,8.550000000000011,-0.7499999999999432,5644.0,604.1,358.5,15.700000000000001,1683.1000000000001,1206.8,1249.2,1274.2,4.050000000000011,7.0,38.7,361.8,13.050000000000011,-5.0499999999999545,18.1,5.350000000000023,7.250000000000057,180.0,336.0,176.0,601.2,478.20000000000005,9.050000000000011,4.850000000000023,13.050000000000011
28,GL6_DN_2,New Zealand,30.01.19,09:48,8.0,8.15,10.5,99.6,434.2,15.0,0.9,Crow,-42.9216,171.5092,1694,-42.9307,171.5185,1118,1293,576,0.57,0.19,3.01,RGI60-18.02896,G171511E42916S,0.003021333,0.0,0.041362245,0.300589585,0.101805384,0.890108023,0.057476139,201.06935,6037388.12,0.003168427,,,,,8.550000000000011,-0.7499999999999432,5644.0,604.1,358.5,15.700000000000001,1683.1000000000001,1206.8,1249.2,1274.2,4.050000000000011,7.0,38.7,361.8,13.050000000000011,-5.0499999999999545,18.1,5.350000000000023,7.250000000000057,180.0,336.0,176.0,601.2,478.20000000000005,9.050000000000011,4.850000000000023,13.050000000000011
29,GL6_DN_3,New Zealand,30.01.19,09:48,8.0,8.15,10.5,99.6,434.2,15.0,0.9,Crow,-42.9216,171.5092,1694,-42.9307,171.5185,1118,1293,576,0.57,0.19,3.01,RGI60-18.02896,G171511E42916S,0.001037667,0.0,0.03132318,0.306318256,0.107920716,0.642956528,0.051440608,152.19254,13156975.9,0.002055951,,,,,8.550000000000011,-0.7499999999999432,5644.0,604.1,358.5,15.700000000000001,1683.1000000000001,1206.8,1249.2,1274.2,4.050000000000011,7.0,38.7,361.8,13.050000000000011,-5.0499999999999545,18.1,5.350000000000023,7.250000000000057,180.0,336.0,176.0,601.2,478.20000000000005,9.050000000000011,4.850000000000023,13.050000000000011
30,GL7_UP_1,New Zealand,31.01.19,14:37,3.0,6.72,11.0,99.7,424.3,5.9,37.7,White ,-42.9993,171.3861,1898,-42.9984,171.3898,1750,318,148,0.29,0.53,0.54,RGI60-18.02839,G171385E43000S,0.000225633,0.10742,0.004609316,0.107093477,0.015378587,0.709886688,0.001759867,84.831885,2305758.01,,7.2,23.1,23.0,,5.050000000000011,-4.249999999999943,5447.900000000001,575.2,345.0,15.3,1618.9,1164.7,1218.4,1246.7,0.4500000000000455,7.0,38.400000000000006,360.20000000000005,9.550000000000011,-8.649999999999977,18.2,1.650000000000034,3.750000000000057,176.0,0.0,365.0,2302.0,465.6,5.4500000000000455,1.3500000000000227,9.450000000000045
31,GL7_UP_2,New Zealand,31.01.19,14:37,3.0,6.72,11.0,99.7,424.3,5.9,37.7,White ,-42.9993,171.3861,1898,-42.9984,171.3898,1750,318,148,0.29,0.53,0.54,RGI60-18.02839,G171385E43000S,0.000179,0.0,0.00817161,0.223166306,0.032840259,0.637672325,0.017646223,153.6589,10733984.6,0.001326035,7.2,23.1,23.0,,5.050000000000011,-4.249999999999943,5447.900000000001,575.2,345.0,15.3,1618.9,1164.7,1218.4,1246.7,0.4500000000000455,7.0,38.400000000000006,360.20000000000005,9.550000000000011,-8.649999999999977,18.2,1.650000000000034,3.750000000000057,176.0,0.0,365.0,2302.0,465.6,5.4500000000000455,1.3500000000000227,9.450000000000045
32,GL7_UP_3,New Zealand,31.01.19,14:37,3.0,6.72,11.0,99.7,424.3,5.9,37.7,White ,-42.9993,171.3861,1898,-42.9984,171.3898,1750,318,148,0.29,0.53,0.54,RGI60-18.02839,G171385E43000S,0.00019,0.0,0.007189141,0.182406759,0.026315017,0.529683828,0.014999784,265.18075,2802300.16,0.000565953,7.2,23.1,23.0,,5.050000000000011,-4.249999999999943,5447.900000000001,575.2,345.0,15.3,1618.9,1164.7,1218.4,1246.7,0.4500000000000455,7.0,38.400000000000006,360.20000000000005,9.550000000000011,-8.649999999999977,18.2,1.650000000000034,3.750000000000057,176.0,0.0,365.0,2302.0,465.6,5.4500000000000455,1.3500000000000227,9.450000000000045
33,GL7_DN_1,New Zealand,31.01.19,17:50,3.6,6.84,11.0,100.0,384.9,6.3,32.3,White ,-42.9993,171.3861,1898,-42.9963,171.3913,1687,583,211,0.31,0.41,0.76,RGI60-18.02839,G171385E43000S,0.000164,0.0,0.006401062,0.155102482,0.025221646,0.407556549,0.011249775,181.5384,1968438.68,,,,,,5.050000000000011,-4.249999999999943,5447.900000000001,575.2,345.0,15.3,1618.9,1164.7,1218.4,1246.7,0.4500000000000455,7.0,38.400000000000006,360.20000000000005,9.550000000000011,-8.649999999999977,18.2,1.650000000000034,3.750000000000057,176.0,0.0,365.0,2302.0,465.6,5.4500000000000455,1.3500000000000227,9.450000000000045
34,GL7_DN_2,New Zealand,31.01.19,17:50,3.6,6.84,11.0,100.0,384.9,6.3,32.3,White ,-42.9993,171.3861,1898,-42.9963,171.3913,1687,583,211,0.31,0.41,0.76,RGI60-18.02839,G171385E43000S,0.000351333,0.0,0.004386484,0.147763578,0.016019519,0.334487023,0.016975107,172.90735,5104489.52,0.000528333,,,,,5.050000000000011,-4.249999999999943,5447.900000000001,575.2,345.0,15.3,1618.9,1164.7,1218.4,1246.7,0.4500000000000455,7.0,38.400000000000006,360.20000000000005,9.550000000000011,-8.649999999999977,18.2,1.650000000000034,3.750000000000057,176.0,0.0,365.0,2302.0,465.6,5.4500000000000455,1.3500000000000227,9.450000000000045
35,GL7_DN_3,New Zealand,31.01.19,17:50,3.6,6.84,11.0,100.0,384.9,6.3,32.3,White ,-42.9993,171.3861,1898,-42.9963,171.3913,1687,583,211,0.31,0.41,0.76,RGI60-18.02839,G171385E43000S,3.15e-05,0.0,0.006920548,0.198733788,0.020577538,0.282723205,0.012166792,107.56195,2038047.64,0.001124194,,,,,5.050000000000011,-4.249999999999943,5447.900000000001,575.2,345.0,15.3,1618.9,1164.7,1218.4,1246.7,0.4500000000000455,7.0,38.400000000000006,360.20000000000005,9.550000000000011,-8.649999999999977,18.2,1.650000000000034,3.750000000000057,176.0,0.0,365.0,2302.0,465.6,5.4500000000000455,1.3500000000000227,9.450000000000045
36,GL8_UP_1,New Zealand,02.02.19,10:54,0.7,7.34,11.9,99.0,347.3,14.9,12.6,Marmaduke Dixon,-42.9874,171.3903,1637,-42.9875,171.3904,1629,16,8,0.62,0.44,1.42,RGI60-18.02823,G171383E42988S,9.58e-05,0.0,0.004366537,0.13358751,0.010920898,0.304834986,0.000220394,17.262992,4466884.21,0.0039426,8.0,24.9,55.8,,5.4500000000000455,-3.9499999999999886,5407.6,570.6,343.20000000000005,15.3,1606.1000000000001,1157.3,1210.2,1237.3000000000002,0.8500000000000227,7.0,38.400000000000006,362.6,9.850000000000023,-8.349999999999966,18.2,2.0500000000000114,4.050000000000011,173.0,0.0,365.0,1708.3000000000002,343.20000000000005,6.050000000000011,2.0500000000000114,9.850000000000023
